Time, Milliseconds," ""tia""       "," ""TIA_AM_SCHA""           "," ""tqi_gs_fast_dec"""," ""tqi_gs_fast_inc"""," ""pv_av""     "," ""LAMB_LS_UP[1]""           "," ""LAMB_LS_UP[2]""           "," ""state_eng"" "," ""teg_dyn_up_cat[1]"""," ""TEG_DYN_UP_CAT[2]""           "," ""fup""       "," ""fup_sp""    "," ""pump_vol_vcv"""," ""efppwm""    "," ""fup_efp""   "," ""iga_av_mv"" "," ""TI_1_HOM[0]""           "," ""TI_1_HOM[3]""           "," ""amp_mes""   "," ""map""       "," ""map_mes""   "," ""map_1_mes"" "," ""map_2_mes"" "," ""pdt_mes""   "," ""maf""       "," ""iga_ad_1_knk[0]"""," ""iga_ad_1_knk[1]"""," ""iga_ad_1_knk[2]"""," ""iga_ad_1_knk[3]"""," ""iga_ad_1_knk[4]"""," ""iga_ad_1_knk[5]"""," ""lamb_sp[1]"""," ""LAMB_SP[2]""           "," ""tqi_av""    "," ""gear""      "," ""vs""        "," ""CAM_SP_IVVT_IN""           "," ""map_sp""    "," ""rfp_sp""    "," ""Short Term Fuel Trim - Bank 1""           "," ""Long Term Fuel Trim - Bank 1""           "," ""Short Term Fuel Trim - Bank 2""           "," ""Long Term Fuel Trim - Bank 2""           "," ""Engine RPM""           "," ""Ignition Timing Advance for #1 Cylinder""           "," ""Ambient air temperature""           "," ""Commanded Throttle Actuator Control""           "
Sec.ms, ms, Â°C       , Â°C       , Nm        , Nm        , %         ,           ,           , -         , Â°C       , Â°C       , hPa       , hPa       , %         , %         , hPa       , Â°        , ms        , ms        , hPa       , hPa       , hPa       , hPa       , hPa       , hPa       , mg/stroke , Â°        , Â°        , Â°        , Â°        , Â°        , Â°        ,           ,           , Nm        ,           , km/h      , Â°        , hPa       , Â°        , %         , %         , %         , %         , 1/min     , Â°        , Â°C       , %         
Timestamp, Timestamp Milliseconds,           , Param_TIAAMSCHA,           ,           ,           , Param_LAMBLSUP1, Param_LAMBLSUP2,           ,           , Param_TEGDYNUPCAT2,           ,           ,           ,           ,           ,           , Param_TI1HOM0, Param_TI1HOM3,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           ,           , Param_LAMBSP2,           ,           ,           , Param_CAMSPIVVTIN,           ,           , Param_ShortTermFuelTrimBank1, Param_LongTermFuelTrimBank1, Param_ShortTermFuelTrimBank2, Param_LongTermFuelTrimBank2, Param_EnginRPM, Param_IgnitTiminAdvanFor1Cylin, Param_AmbieAirTempe, Param_CommaThrotActuaContr
27.296,27296,32.25,11.25,1023.96875,0,0,4,4,5,510.1,507.4125,60910.55,35000.484,0,38.453674,5651.6587,-15,0.712,0.744,1015.9055,341.28854,343.02982,348.00485,338.05475,312.10156,139.84317,0,0,0,0,0,0,1,1,0,6,133,105.375,340.1277,76.571045,0,-4.6875,0,0,2630.8796,-15,-1,10.196078
27.396,27396,32.25,11.25,1023.96875,0,0,4,4,5,508.0375,505.35,61133.434,35000.484,0,38.453674,5622.4717,-15.375,0.712,0.748,1015.9055,343.77606,342.5323,347.7561,337.39142,309.61404,134.18416,0,0,0,0,0,0,1,1,0,6,132,105.375,340.95688,76.75049,0,-4.6875,0,0,2628.8796,-15.5,-1,10.196078
27.496,27496,32.25,11.25,1023.96875,0,0,4,4,5,506.0375,503.4125,61159.97,35000.484,0,38.453674,5654.312,-15,0.70000005,0.73200005,1015.9055,341.37146,337.97183,342.69815,333.24554,308.0386,131.81035,0,0,0,0,0,0,1,1,0,6,132,105.375,340.95688,76.92993,0,-4.6875,0,0,2627.8796,-15,-1,10.588236
27.596,27596,32.25,11.25,1023.96875,0,0,4,4,5,504.0375,501.4125,61159.97,35000.484,0,38.453674,5622.4717,-15,0.69200003,0.72400004,1015.9055,338.96686,336.7281,342.6152,330.92386,305.79984,136.72754,0,0,0,0,0,0,1,1,0,6,132,105.375,338.3035,76.87866,0,-4.6875,0,0,2620.8801,-14.5,-1,10.588236
27.696,27696,32.25,11.25,1023.96875,0,0,4,4,5,502.0375,499.4125,61404.08,35000.484,0,38.453674,5651.6587,-14.625,0.708,0.744,1015.9055,339.54727,343.36148,348.83405,337.97183,312.84784,134.4597,0,0,0,0,0,0,1,1,0,6,132,105.375,338.13766,76.69922,0,-4.6875,0,0,2615.8804,-14.5,-1,10.196078
27.796,27796,32.25,11.25,1023.96875,0,0,4,4,5,500.0375,497.4125,61409.383,35000.484,0,38.453674,5617.165,-14.625,0.712,0.75200003,1015.9055,342.28354,346.59525,351.40448,341.86896,311.60406,140.45782,0,0,0,0,0,0,1,1,0,6,131,105.375,338.3035,76.519775,0,-4.6875,0,0,2611.8804,-14.5,-1,10.196078
27.896,27896,31.5,11.25,1023.96875,0,0,4,4,5,498.0375,495.4125,61658.8,35000.484,0,38.453674,5649.0054,-15,0.70400006,0.74,1015.9055,341.20563,340.54227,345.10275,335.9818,309.53113,133.31519,0,0,0,0,0,0,1,1,0,6,131,106.5,337.72308,76.34033,0,-4.6875,0,0,2605.8806,-15,-1,10.196078
27.996,27996,31.5,11.25,1023.96875,0,0,4,4,5,496.0375,493.475,61886.99,35000.484,0,38.453674,5622.4717,-14.625,0.69600004,0.73200005,1015.9055,337.64017,337.55725,343.69315,331.50427,306.1315,136.5156,0,0,0,0,0,0,1,1,0,6,131,106.5,338.55225,76.16089,0,-4.6875,0,0,2606.8806,-14.5,-1,10.196078
28.096,28096,31.5,11.25,1023.96875,0,0,4,4,5,494.0375,491.475,61908.215,35000.484,0,38.453674,5651.6587,-14.625,0.70400006,0.744,1015.9055,338.6352,341.28854,345.76608,336.811,311.2724,133.2516,0,0,0,0,0,0,1,1,0,6,131,106.5,338.80103,75.981445,0,-4.6875,0,0,2600.8809,-14.5,-1,10.196078
28.196,28196,31.5,11.25,1023.96875,0,0,4,4,5,492.0375,489.475,62157.633,35000.484,0,38.453674,5625.125,-14.625,0.70400006,0.744,1015.9055,340.79105,343.85898,349.33154,338.46933,313.42825,139.86436,0,0,0,0,0,0,1,1,0,6,131,106.5,338.80103,75.802,0,-4.6875,0,0,2592.8813,-14.5,-1,10.196078
28.296,28296,31.5,11.25,1023.96875,0,0,4,4,5,490.1,487.5375,62157.633,35000.484,0,38.453674,5656.9653,-15,0.708,0.744,1015.9055,342.86398,342.78107,347.7561,337.88892,311.43823,133.71788,0,0,0,0,0,0,1,1,0,6,130,107.625,335.31848,75.62256,0,-4.6875,0,0,2588.8816,-14.5,-1,10.196078
